"geneID","proteinID","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"evm.utg26697.9","A0A6P8H657",124.62062473327,0.878409487233776,0.514578355936152,0.000121660007781063,0.0365514691771274
"evm.utg12476.1","A0A6P8HPX7",1344.79232918721,-0.666546084331189,0.31764498482537,0.000120908391707139,0.0365514691771274
"evm.utg3499.5","A0A6P8I911",43.0838436070992,-0.55061713068573,0.877253039573473,0.000121735669403748,0.0365514691771274
"evm.utg78.54","A0A6P8HTM5",3388.07278422174,0.834422051487675,0.454885535255805,0.000123271008630166,0.0366101496608916
"evm.utg104.63","A0A6P8IVL1",186.618096832672,-0.836558722562086,0.461817977553598,0.000125518226841637,0.0368767151827318
"evm.utg245.77","NA",1068.34708128367,0.506158157155927,0.869152102061644,0.000130960676259964,0.0380663676324574
"evm.utg15164.14","A0A6P8HEZ5",69.949183281049,0.880583626305018,0.58103543779147,0.00013521396010072,0.0385282959077092
"evm.utg1112.2","A0A6P8ITH1",121.710313900544,-0.703685587242334,0.35679613759194,0.000136919638449552,0.0385282959077092
"evm.utg3753.61","A0A6P8JCH0",3155.64524172306,0.678083869810475,0.340479699783908,0.000138190279213685,0.0385282959077092
"evm.utg1663.34","A0A6P8IJZ6",454.922397084526,-0.471991725645056,0.229378740887687,0.000136165138808655,0.0385282959077092
"evm.utg801.104","A0A6P8IVM9",17.0907675946877,0.521233645662609,0.838848805856166,0.000149189460075687,0.0411747840166465
"evm.utg97204.12","A0A6P8J8B0",224.862881051844,0.593573059436416,0.30237319387294,0.000156064250372914,0.0426414351293912
"evm.utg411.84","A0A6P8HAX4",702.752252808146,-0.735320367952738,0.404928437715013,0.000158797009798122,0.0429585217694464
"evm.utg1575.19","A0A6P8I5X6",1376.21945857413,0.837852935260046,0.560286734238513,0.000161611028128585,0.0432911580544837
"evm.utg1684.11","A0A6P8IZC3",291.167229230228,-0.489067828167719,0.251341296364374,0.000163357095488766,0.0433340380586365
"evm.utg3365.7","A0A6P8J7N7",76.0495496454731,-0.822211413453432,0.670255010831884,0.000169094516957021,0.0444247066040067
"evm.utg25862.7","A0A6P8J1M8",252.713218618157,-0.818005468909829,0.662857191914288,0.000174238260937965,0.0453401143200763
"utg13368.evm.utg6875.9.mrna5","A0A6P8ISZ2",72.9983917513113,0.814840723797986,0.637140573566244,0.000182325134215805,0.0468888880901994
"evm.utg1278.7","A0A6P8H957",328.054645094338,0.645035737205811,0.354995699439896,0.000183622260573558,0.0468888880901994
