"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"evm.TU.utg192.19",735.104642483535,0.564152273745606,0.189748081355139,2.97316457545475,0.00294746365414962,0.648586490030772
"evm.TU.utg1270.7",18.7187801221214,2.14339664279097,0.720920635012016,2.97313814960401,0.00294771744033942,0.648586490030772
"evm.TU.utg372.33",70.0053080782993,1.1170600265972,0.376260277954977,2.96884920371762,0.0029891724693137,0.649263249373493
"evm.TU.utg101.189",519.368694031062,-0.946241281890924,0.318789356867859,-2.96823360474719,0.00299516602875279,0.649263249373493
"evm.TU.utg52.112",158.85719854621,1.66105106226596,0.561040482786549,2.9606616870425,0.00306978941698463,0.660546452195868
"evm.TU.utg214.16",65.570704955101,0.975147058111286,0.331043466260542,2.94567679926301,0.00322248924524086,0.67906486686399
"evm.TU.utg144.52",659.397623333277,1.00242415177984,0.340542322858285,2.94361107120595,0.00324407393102717,0.67906486686399
"evm.TU.utg1575.16",149.538648102443,1.67248310458613,0.568248905335755,2.9432227477815,0.00324814618115861,0.67906486686399
"utg14.equina_smart_1433514.path2",2361.31988585831,0.6730675702543,0.228813664786534,2.94155321047902,0.00326570730927173,0.67906486686399
"evm.TU.utg52.109",110.546281204548,1.57578325046244,0.535804137149501,2.94096880036364,0.00327187487109837,0.67906486686399
"evm.TU.utg20813.22",48.0179738414188,1.24699470617133,0.425081359771502,2.93354360878501,0.00335116573627767,0.68609745022954
"evm.TU.utg1337.19",287.553571830001,1.12366921058944,0.383059534594098,2.93340619175584,0.00335264951417524,0.68609745022954
"evm.TU.utg47.12",773.881052383457,-1.31721377587126,0.449799826315533,-2.9284443852747,0.00340662770403428,0.692302452297634
"evm.TU.utg4576.39",13548.2693871552,0.831242030330716,0.284661980225317,2.92010204409021,0.00349916787222315,0.702876131860882
"evm.TU.utg4455.28",957.83363719769,1.74107067991341,0.596746637966535,2.91760450607021,0.00352731426250074,0.702876131860882
"evm.TU.utg14287.21",577.7676672477,0.56845487610178,0.194861282191059,2.91722844943829,0.00353157008901312,0.702876131860882
"evm.TU.utg3787.49",77.1692958246149,0.978635317561267,0.335737030467071,2.9148864401398,0.00355817988361191,0.702876131860882
"utg13.equina_smart_75763.path1",22.8077772941756,2.46762149629445,0.847081324349152,2.91308688476921,0.00357875012463339,0.702876131860882
"evm.TU.utg20788.5",81.5338196689162,-0.9933211356888,0.341285298631873,-2.91053010390654,0.00360816206130563,0.703928363746987
"evm.TU.utg1395.60",52.6762317824181,1.06485649957883,0.36625580462659,2.907411940309,0.00364432934640456,0.704675089809768
"evm.TU.utg2858.30",22.5170507239597,2.58482750694848,0.889462127671454,2.90605684776637,0.00366014945499879,0.704675089809768
"evm.TU.utg1205.77",332.393796405937,0.623984387433983,0.215110677063902,2.90075972030258,0.00372259203825382,0.706275844824519
"evm.TU.utg12986.46",179.054634107481,1.22858248453865,0.423755917096963,2.89926921364387,0.00374033588439433,0.706275844824519
"evm.TU.utg2603.2",177.375015702371,1.48209303697775,0.511203244451047,2.89922462947059,0.00374086782216376,0.706275844824519
"evm.TU.utg436.19",1559.86075998909,-0.9286485757367,0.320934209937956,-2.89357926634318,0.00380878141064063,0.714488328211457
"evm.TU.utg219.42",261.813008521769,0.867313115019409,0.300387337226979,2.88731583370323,0.00388543993483545,0.724226205433278
"evm.TU.utg12897.14.16",93.0036877376451,1.1037636742,0.383260297963653,2.87993220290372,0.00397760694875379,0.729032039750038
"evm.TU.utg116.153",798.974147099257,-0.560997250066499,0.194995641990251,-2.87697327150802,0.00401509602881229,0.729032039750038
"evm.TU.utg544.5",36.3471810811833,1.57796540486926,0.548574466345432,2.87648350711904,0.00402133209798599,0.729032039750038
"evm.TU.utg4922.21",3.56496205141699,3.67167271950047,1.27654677010454,2.87625397320913,0.00402425773100147,NA
"evm.TU.utg435.45",127.920001863848,0.645419221315902,0.224443392535861,2.87564367132251,0.00403204602375313,0.729032039750038
"evm.TU.utg6401.67",8.20956434620838,2.32193749224003,0.807594047019724,2.8751295292588,0.00403861780091658,NA
"evm.TU.utg2426.31",41.8037630061755,2.29016661754595,0.796625932810703,2.8748331220723,0.00404241090233849,0.729032039750038
"evm.TU.utg4716.15",41.6615181869606,1.62185777501949,0.564846676547216,2.87132392268563,0.00408756429717882,0.729032039750038
"evm.TU.utg777.81",582.849212176958,0.890200068112996,0.310180051100331,2.86994622947255,0.00410541605792738,0.729032039750038
"evm.TU.utg699.70",13.5862614911211,2.00676257455354,0.699613424091436,2.86838774879092,0.00412569567866287,0.729032039750038
"evm.TU.utg77.141",87.2872923412045,1.27035047738548,0.442994811226046,2.86764188923481,0.00413543324899215,0.729032039750038
"evm.TU.utg104.35",356.896919105929,0.437939930951641,0.152943642192915,2.86340723074481,0.00419111522463073,0.73442392774607
"evm.TU.utg4567.9",65.4904838493698,1.44438093879898,0.504786295517633,2.86137114185685,0.00421812935288481,0.734498607131465
"evm.TU.utg104.55",67.0371984528156,0.698911455080065,0.244506118355286,2.85846202860451,0.00425700054178918,0.734498607131465
