"Method","Contrast","Ontology","Original GO ID","Original GO term","Semantic cluster ID","Representative semantic GO ID","Representative semantic GO term","Adjusted p-value","GeneRatio","Count","setSize","FoldEnrichment","NES","Genes"
"GSEA","diesel_added","molecular_functions","GO:0004386","helicase activity","MF_5","GO:0003924","GTPase activity",0.0191470975775092,NA,NA,201,NA,-2.00474403670063,"evm.utg16036.45/evm.utg3235.22/evm.utg597.236/evm.utg494.22/evm.utg126.139/evm.utg7821.23/evm.utg1127.62/evm.utg699.32/evm.utg3677.35/evm.utg78.18/evm.utg14533.14/evm.utg1127.63/evm.utg26219.2/evm.utg125.71/evm.utg10114.17/evm.utg10321.4/evm.utg26219.3/evm.utg936.39/evm.utg9285.33/evm.utg1272.102/evm.utg1337.10/evm.utg10385.10/evm.utg5454.2/evm.utg18409.2/evm.utg431.25/evm.utg5960.4/evm.utg788.40/evm.utg55.201/evm.utg5975.26/evm.utg1972.73/evm.utg435.52/utg109.equina_smart_295906.mrna1/evm.utg1463.26/evm.utg1127.64/evm.utg88612.6/evm.utg15716.7/evm.utg4593.14/evm.utg432.62/evm.utg52.125/evm.utg498.165/evm.utg736.11/evm.utg1565.86/evm.utg2969.4/utg579.evm.utg52.125.mrna3/evm.utg3222.9/evm.utg648.20/evm.utg2969.3/evm.utg109.49/evm.utg594.45/evm.utg594.46/evm.utg2969.2/evm.utg11411.7"
"GSEA","salinity_added","molecular_functions","GO:0015229","L-ascorbic acid transmembrane transporter activity","MF_19","GO:0015229","L-ascorbic acid transmembrane transporter activity",0.0336967078718899,NA,NA,14,NA,1.92429620508459,"evm.utg7652.27/evm.utg7652.24/evm.utg6183.14/evm.utg6183.15/evm.utg170.23/evm.utg170.24"
"GSEA","additive","molecular_functions","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF_1","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",0.0183529880094543,NA,NA,19,NA,-2.08621648531285,"evm.utg209.38/evm.utg4082.25/evm.utg564.25/evm.utg4455.13/evm.utg62.142/evm.utg4605.34/evm.utg7179.18/evm.utg710.11/evm.utg2417.4/evm.utg1497.11/evm.utg109.42/evm.utg470.38"
"GSEA","diesel_added","molecular_functions","GO:0020037","heme binding","MF_1","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",0.00715461638465839,NA,NA,182,NA,2.07505088483118,"evm.utg4271.29/evm.utg910.98/evm.utg12986.46/evm.utg1931.67/evm.utg33682.14/evm.utg4271.28/evm.utg10156.22/evm.utg44408.4/evm.utg62.72/evm.utg47.12/evm.utg15013.9/evm.utg116.44/evm.utg10358.8/evm.utg24438.11/evm.utg6392.11/evm.utg572.7/evm.utg1972.129/evm.utg1194.3/evm.utg8792.16/evm.utg1032.16/evm.utg1204.18/evm.utg4856.19/evm.utg192.57/evm.utg255.25/evm.utg3876.24/evm.utg1708.32/evm.utg684.21/utg4271.evm.utg2986.11.mrna2/evm.utg378.146/evm.utg9657.7/evm.utg408.4/evm.utg101.173/evm.utg1925.57/evm.utg3876.26/evm.utg209.56/evm.utg125.5/evm.utg1988.22/evm.utg370.45/evm.utg401.9/evm.utg73.44/evm.utg1754.49/evm.utg2601.98/evm.utg26697.7/evm.utg40512.14/evm.utg1073.4/evm.utg572.10/evm.utg8.27/evm.utg101.172/evm.utg1846.87/evm.utg15164.48/evm.utg101.118/evm.utg4187.49/evm.utg101.171/evm.utg107.58/evm.utg699.113/evm.utg12655.39/evm.utg1272.165"
"GSEA","salinity_added","molecular_functions","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF_1","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",0.0110273698813764,NA,NA,19,NA,-1.97938988827893,"evm.utg4082.25/evm.utg710.11/evm.utg7179.18/evm.utg564.25/evm.utg4605.34/evm.utg62.142/evm.utg2417.4/evm.utg4455.13/evm.utg1497.11/evm.utg109.42/evm.utg470.38"
"GSEA","salinity_added","molecular_functions","GO:0003684","damaged DNA binding","MF_1","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",0.0388565875375206,NA,NA,33,NA,-1.92591029351298,"evm.utg3797.13/evm.utg302.25/evm.utg1900.22/evm.utg10588.14/evm.utg4502.3/evm.utg622.145/evm.utg622.147/evm.utg1530.13/evm.utg2108.27/evm.utg9668.24/evm.utg700.10/evm.utg23233.3"
"GSEA","salinity_only","molecular_functions","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF_1","GO:0000977","RNA polymerase II transcription regulatory region sequence-specific DNA binding",0.000732838280933922,NA,NA,19,NA,-2.16148062851182,"evm.utg710.11/evm.utg4271.23/evm.utg564.25/evm.utg11415.47/evm.utg2099.80/evm.utg1497.11/evm.utg109.42/evm.utg209.38/evm.utg4455.13/evm.utg4605.34/evm.utg62.142/evm.utg2417.4/evm.utg470.38/evm.utg7179.18"
"GSEA","salinity_added","molecular_functions","GO:0003964","RNA-directed DNA polymerase activity","MF_6","GO:0003964","RNA-directed DNA polymerase activity",0.00858586773258432,NA,NA,247,NA,1.76291937073638,"evm.utg924.14/evm.utg470.3/evm.utg3470.17/evm.utg777.82/evm.utg2097.25/evm.utg2247.20/evm.utg1243.6/evm.utg279.16/evm.utg5975.25/evm.utg5066.14/evm.utg4318.6/evm.utg18927.5/evm.utg5080.12/evm.utg1742.6/evm.utg912.13/evm.utg463.4/evm.utg8262.19/evm.utg18927.4/evm.utg298.110/evm.utg20813.5/evm.utg1800.22/evm.utg5885.79/evm.utg622.176/evm.utg15197.1/evm.utg1683.46/evm.utg5885.80/evm.utg1691.7/evm.utg62.117/evm.utg3452.14/evm.utg382.56/evm.utg3339.27/evm.utg24016.7/evm.utg1825.9/utg2123.evm.utg4318.6.mrna4/utg2849.evm.utg8262.19.mrna2/evm.utg1819.42/evm.utg31.90/evm.utg910.134/evm.utg2333.2/evm.utg4695.82/evm.utg6183.17/evm.utg2757.64/evm.utg405.29/evm.utg2483.23/evm.utg464.226/evm.utg38960.22/evm.utg4321.7/evm.utg4613.93/evm.utg7839.7/evm.utg7652.8/evm.utg2379.24/evm.utg26474.1/evm.utg498.68/evm.utg372.42/evm.utg882.9/evm.utg1663.14/evm.utg5294.35/evm.utg691.18/evm.utg192.83/evm.utg17102.18/evm.utg6504.6/evm.utg3093.5/evm.utg7286.2/evm.utg597.6/evm.utg2849.9/utg5447.evm.utg8262.27.mrna5/evm.utg17809.3/evm.utg2818.67/evm.utg5066.13/evm.utg989.36/evm.utg750.29/evm.utg1140.5/evm.utg6373.12/evm.utg24357.24/evm.utg31.10/evm.utg8262.27/evm.utg542.92/evm.utg19545.4/evm.utg3210.15/evm.utg207.1/evm.utg13981.26/evm.utg26337.7/evm.utg4972.5/evm.utg10114.11/evm.utg6504.1/evm.utg1694.57/utg1923.equina_smart_1488230.mrna3/evm.utg29.12/utg1290.equina_smart_1488230.mrna2/utg162.equina_smart_1488230.mrna1/evm.utg1395.39/evm.utg234.42/evm.utg10385.4/evm.utg464.178/evm.utg356.153/evm.utg25265.10/evm.utg186.13/evm.utg1143.29/utg3292.equina_smart_4256.mrna11"
"GSEA","salinity_only","molecular_functions","GO:0042813","Wnt receptor activity","MF_23","GO:0042813","Wnt receptor activity",0.0280713750081295,NA,NA,10,NA,-1.88970433840637,"evm.utg6334.19/evm.utg6334.23/evm.utg686.40/evm.utg686.43/evm.utg6334.21/evm.utg729.33/evm.utg686.39"
"GSEA","diesel_added","molecular_functions","GO:0051015","actin filament binding","MF_22","GO:0051015","actin filament binding",0.0010170276357744,NA,NA,89,NA,2.172346553973,"evm.utg622.89/evm.utg801.66/evm.utg13994.14/evm.utg11411.8/evm.utg3117.2/evm.utg868.14/evm.utg2757.30/evm.utg21228.2/evm.utg1192.19/evm.utg1972.74/evm.utg590.3/evm.utg564.36/evm.utg1192.17/evm.utg7821.35/evm.utg4082.44/evm.utg162.48/evm.utg15585.4/evm.utg167.3/evm.utg1683.64/evm.utg209.1/evm.utg1009.28/evm.utg2849.24/evm.utg3884.50/evm.utg910.188/evm.utg301.86/evm.utg381.74/evm.utg7522.5/evm.utg9875.20/evm.utg302.19/evm.utg109.34/evm.utg12655.49/evm.utg1530.22/evm.utg3872.1/evm.utg798.76/evm.utg4303.3/evm.utg4610.10/evm.utg3041.34/evm.utg109.69/evm.utg5854.2/evm.utg801.68/evm.utg11341.3/evm.utg16223.31"
"GSEA","salinity_only","molecular_functions","GO:0017147","Wnt-protein binding","MF_22","GO:0051015","actin filament binding",0.0327413113119926,NA,NA,18,NA,-1.90225177992476,"evm.utg116.234/evm.utg1724.5/evm.utg6334.19/evm.utg6334.23/evm.utg13597.12/evm.utg761.37/evm.utg686.40/evm.utg686.43/evm.utg6334.21/evm.utg2200.45/evm.utg729.33/evm.utg686.39"
"GSEA","salinity_only","molecular_functions","GO:0004104","cholinesterase activity","MF_7","GO:0004104","cholinesterase activity",0.0162168713414594,NA,NA,34,NA,-1.98657666997048,"evm.utg8497.7/evm.utg347.4/evm.utg8497.4/evm.utg180.28/evm.utg4455.18/evm.utg347.7/evm.utg347.6/evm.utg180.22/evm.utg4455.16/evm.utg8497.6/evm.utg8497.16/evm.utg4455.17/evm.utg180.24/evm.utg4455.12/evm.utg347.3/evm.utg180.26"
"GSEA","additive","molecular_functions","GO:0140587","chromatin loop anchoring activity","MF_25","GO:0140587","chromatin loop anchoring activity",0.035786309571814,NA,NA,57,NA,-1.80468021084297,"evm.utg415.70/evm.utg625.110/evm.utg190.1/evm.utg858.19/evm.utg16036.16/evm.utg7264.7/evm.utg4383.28/evm.utg56.47/evm.utg2817.19/evm.utg3159.12/evm.utg149521.3/evm.utg2338.18/evm.utg2129.202/evm.utg4194.18/evm.utg381.50/evm.utg4501.15/evm.utg2115.15/evm.utg92.148/evm.utg1925.21/evm.utg92.119/evm.utg1243.12/evm.utg16036.27/evm.utg2581.2/evm.utg1900.25/evm.utg4194.25/evm.utg470.50/evm.utg225.60/evm.utg207.124/evm.utg1140.13/evm.utg7286.58"
"GSEA","salinity_only","molecular_functions","GO:0005507","copper ion binding","MF_15","GO:0005507","copper ion binding",0.0327413113119926,NA,NA,40,NA,-1.87204375397199,"evm.utg1272.77/evm.utg4.53/evm.utg6851.15/evm.utg1281.3/evm.utg15506.27/evm.utg1330.23/evm.utg579.102/evm.utg7148.9/evm.utg659.16/evm.utg225.70/evm.utg194.103"
"GSEA","additive","molecular_functions","GO:0005179","hormone activity","MF_13","GO:0005179","hormone activity",0.0150951831206755,NA,NA,32,NA,-1.95903599783531,"evm.utg1204.9/evm.utg324.120/evm.utg1278.31/evm.utg90743.4/evm.utg1475.16/evm.utg2858.21/evm.utg750.15/evm.utg2858.22/evm.utg2858.20/evm.utg101.175/utg2757.equina_smart_959052.mrna1/evm.utg2757.81/evm.utg320.153/evm.utg625.97/utg320.equina_smart_558272.mrna1/utg320.equina_smart_1044949.mrna1"
"GSEA","salinity_only","molecular_functions","GO:0005179","hormone activity","MF_13","GO:0005179","hormone activity",0.0182907256879952,NA,NA,32,NA,-2.02455907536236,"evm.utg1698.17/evm.utg1475.16/evm.utg320.153/evm.utg2858.20/utg320.equina_smart_1044949.mrna1/utg18622.equina_smart_1724947.mrna2/evm.utg2426.34/utg2757.equina_smart_959052.mrna1/evm.utg2858.22/utg320.equina_smart_558272.mrna1/evm.utg101.175/evm.utg2757.81/evm.utg18622.1/evm.utg625.97/evm.utg324.120/evm.utg750.15"
"ORA","salinity_only","molecular_functions","GO:0016836","hydro-lyase activity","MF_21","GO:0016836","hydro-lyase activity",0.0385660686272056,0.00102907126318498,4,NA,8.21636223308464,NA,"evm.utg48.6/evm.utg48.7/evm.utg4468.34/evm.utg4468.36"
"GSEA","salinity_only","molecular_functions","GO:0008200","ion channel inhibitor activity","MF_18","GO:0008200","ion channel inhibitor activity",0.0205365133118597,NA,NA,46,NA,-1.82086449936442,"evm.utg1497.9/evm.utg125.162/evm.utg245.69/utg5033.equina_smart_1457175.mrna1/evm.utg4605.36/evm.utg6445.1/evm.utg5059.48/utg144.equina_smart_1400019.mrna1/utg2156.equina_smart_1400709.mrna2/utg2156.equina_smart_1442310.mrna1/utg144.equina_smart_1238220.mrna1/evm.utg579.59/utg245.equina_smart_826176.mrna1/utg2156.equina_smart_428150.mrna1/utg9284.equina_smart_1466336.mrna1/utg2156.equina_smart_1726560.mrna2/utg144.equina_smart_1389976.mrna1/utg2156.equina_smart_270287.mrna1/utg9284.equina_smart_1466335.mrna1/utg6781.equina_smart_1461350.mrna1/utg6781.equina_smart_1389976.mrna2/utg4062.equina_smart_1466336.mrna2/utg2156.equina_smart_934493.mrna1/evm.utg2007.2"
"GSEA","additive","molecular_functions","GO:0004252","serine-type endopeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.0177779703933588,NA,NA,266,NA,-1.58980806420506,"evm.utg2155.5/evm.utg234.79/evm.utg24783.15/evm.utg234.77/evm.utg389.6/utg1910.equina_smart_44201.mrna1/evm.utg2159.33/evm.utg1285.84/evm.utg78.75/evm.utg5370.3/evm.utg910.187/evm.utg293.38/evm.utg52.48/evm.utg5033.10/evm.utg2716.9/evm.utg625.112/evm.utg1754.57/evm.utg86.55/evm.utg307.8/evm.utg2115.17/evm.utg699.53/evm.utg234.138/evm.utg868.85/evm.utg234.36/evm.utg1302.12/utg9472.equina_smart_414374.mrna2/evm.utg5885.37/utg501.equina_smart_1416296.mrna1/evm.utg761.10/evm.utg24053.6/evm.utg699.89/evm.utg125.190/evm.utg2156.29.31/evm.utg600.6/evm.utg868.84/evm.utg1629.15/evm.utg8494.84/evm.utg2083.34/evm.utg150.55/evm.utg1629.16/evm.utg666.10/evm.utg4880.18/evm.utg1270.27/evm.utg234.140/evm.utg1629.18/evm.utg1754.54/evm.utg868.83/evm.utg26572.6/evm.utg1754.60/evm.utg910.128/evm.utg11123.4/evm.utg338.40/evm.utg1629.7/evm.utg1754.58/evm.utg666.12/evm.utg401.8/evm.utg597.215/evm.utg5689.4/evm.utg616.127/evm.utg13322.6/evm.utg1754.56/evm.utg729.124/evm.utg109.108/evm.utg5370.2/evm.utg14412.1/evm.utg2704.30/evm.utg729.128/evm.utg699.90/evm.utg2704.29/evm.utg1629.17/evm.utg24053.5/evm.utg4613.98/evm.utg5689.8/evm.utg116.256/evm.utg5689.7/evm.utg4271.42/evm.utg616.126/evm.utg129.41/evm.utg1052.21"
"GSEA","salinity_added","molecular_functions","GO:0004252","serine-type endopeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.0064658922078251,NA,NA,266,NA,-1.6855320495308,"evm.utg699.52/utg501.equina_smart_1416296.mrna1/evm.utg750.80/evm.utg324.60/evm.utg125.190/evm.utg307.8/evm.utg1002.26/evm.utg52.25/utg1629.equina_smart_1005224.mrna2/utg1910.equina_smart_44201.mrna1/evm.utg234.109/evm.utg78.75/evm.utg2156.29.31/evm.utg293.38/evm.utg234.77/evm.utg625.112/evm.utg2779.10/evm.utg86.55/evm.utg2083.34/evm.utg52.48/evm.utg1302.12/evm.utg21429.1/evm.utg4880.18/evm.utg479.78/evm.utg7821.45/evm.utg8494.84/evm.utg1372.13/evm.utg1629.8/evm.utg5033.10/evm.utg78.73/evm.utg616.127/evm.utg1754.56/evm.utg1629.15/evm.utg5885.37/evm.utg109.108/evm.utg338.40/evm.utg401.8/evm.utg24783.15/evm.utg699.53/evm.utg1270.11/evm.utg1754.60/evm.utg26572.6/evm.utg868.85/evm.utg234.79/evm.utg2159.33/evm.utg24053.6/evm.utg1629.16/evm.utg1372.9/evm.utg234.133/evm.utg11123.4/evm.utg699.89/evm.utg225.2/evm.utg150.55/utg234.evm.utg234.133.mrna2/evm.utg729.128/evm.utg868.84/evm.utg1754.58/evm.utg234.36/evm.utg234.138/evm.utg910.128/evm.utg666.10/evm.utg1270.27/evm.utg1372.11/evm.utg699.90/evm.utg5370.3/evm.utg4613.98/evm.utg868.83/evm.utg15197.20/evm.utg14412.1/evm.utg5689.7/evm.utg5689.8/evm.utg729.124/evm.utg597.215/evm.utg1285.84/evm.utg4271.42/evm.utg5689.4/evm.utg24053.5/evm.utg1629.7/evm.utg234.140/evm.utg616.126/evm.utg2716.9/evm.utg666.12/evm.utg1629.18/evm.utg5370.2/evm.utg116.256/evm.utg129.41/evm.utg2704.30/evm.utg13322.6/evm.utg2704.29/evm.utg1629.17/evm.utg1052.21"
"GSEA","salinity_only","molecular_functions","GO:0004222","metalloendopeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.000323384283104615,NA,NA,362,NA,-1.74746323730533,"evm.utg381.28/evm.utg411.6/evm.utg1686.16/evm.utg401.45/evm.utg2858.13/evm.utg2757.5/evm.utg1475.3/evm.utg8768.2/evm.utg23189.14/evm.utg320.42/evm.utg47.15/evm.utg1846.69/evm.utg625.41/evm.utg4605.41/evm.utg2487.29/evm.utg1278.76/evm.utg625.100/evm.utg1919.6/evm.utg5950.16/evm.utg1127.26/evm.utg625.46/evm.utg54.26/evm.utg320.36/evm.utg3211.8/evm.utg101.108/utg77.evm.utg5026.19.mrna2/evm.utg18633.20/evm.utg1972.44/evm.utg29.6/evm.utg300.70/evm.utg710.26/utg1846.equina_smart_1438253.mrna1/evm.utg293.23/evm.utg625.42/evm.utg579.114/evm.utg1629.3/evm.utg2757.3/evm.utg3677.8/evm.utg1290.46/evm.utg381.25/evm.utg4341.5/evm.utg411.34/evm.utg5975.20/evm.utg13730.2/evm.utg1345.59/evm.utg52.105/evm.utg2115.24/utg817.equina_smart_898487.mrna1/evm.utg912.43/evm.utg381.27/evm.utg3761.1/evm.utg99249.6/evm.utg1345.58/evm.utg279.38/evm.utg467.21.22.23/evm.utg625.44/evm.utg1910.98/evm.utg2814.19/evm.utg4907.38/evm.utg1897.101/evm.utg1846.68/utg912.equina_smart_1426690.mrna1/evm.utg7048.2/evm.utg625.43/evm.utg625.118/evm.utg912.9/evm.utg420.49/evm.utg320.34/evm.utg152.29/evm.utg977.7/evm.utg4207.24/evm.utg2487.20/evm.utg3753.34/evm.utg4351.4/evm.utg710.27/evm.utg381.30/evm.utg379.96/evm.utg145.77/evm.utg34597.12/evm.utg498.89/evm.utg977.8/evm.utg3790.30/evm.utg4796.27/evm.utg77.162/evm.utg2371.38/evm.utg2371.37"
"GSEA","salinity_only","molecular_functions","GO:0004252","serine-type endopeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.000732838280933922,NA,NA,266,NA,-1.80390127645335,"evm.utg145.21/evm.utg14412.1/evm.utg52.25/evm.utg2483.60/evm.utg15164.49/evm.utg11123.2/evm.utg42547.3/evm.utg1302.12/evm.utg12382.25/evm.utg3761.28/evm.utg616.128/evm.utg4856.11/evm.utg18537.7/evm.utg4157.6/evm.utg2779.10/evm.utg2083.34/evm.utg699.53/evm.utg1270.11/evm.utg5689.4/evm.utg86.55/evm.utg262.35/evm.utg1372.9/evm.utg2083.28/evm.utg2483.41/evm.utg699.52/evm.utg479.78/evm.utg293.38/evm.utg213.2/evm.utg338.40/evm.utg2155.5/evm.utg625.112/evm.utg52.48/evm.utg5689.12/evm.utg5689.2/evm.utg868.84/evm.utg78.73/evm.utg376.34/evm.utg8494.84/evm.utg1754.56/evm.utg868.83/evm.utg699.90/evm.utg2704.29/evm.utg868.85/evm.utg858.25/evm.utg600.6/evm.utg125.190/evm.utg192.82/evm.utg5370.2/evm.utg150.55/evm.utg234.133/evm.utg5370.3/evm.utg234.138/evm.utg1629.2/evm.utg1754.57/utg234.evm.utg234.133.mrna2/evm.utg729.124/evm.utg1285.84/evm.utg2932.7/evm.utg1565.90/evm.utg1754.60/evm.utg5033.10/evm.utg729.128/evm.utg2704.30/evm.utg1754.58/evm.utg2716.16/evm.utg616.127/evm.utg2159.33/evm.utg1629.15/evm.utg2115.17/evm.utg1629.18/evm.utg1629.17/evm.utg2716.17/evm.utg594.23/evm.utg4605.4/evm.utg2932.9/evm.utg579.116/evm.utg5689.7/evm.utg2716.9/evm.utg4271.42/evm.utg666.12/evm.utg116.256/evm.utg666.10/evm.utg616.126/evm.utg4613.98/evm.utg26572.6/evm.utg129.41/evm.utg13322.6/evm.utg5689.8"
"GSEA","salinity_only","molecular_functions","GO:0004177","aminopeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.00100843208574356,NA,NA,44,NA,-2.0737668266175,"evm.utg7909.11/evm.utg55.74/evm.utg7164.3/evm.utg19727.9/evm.utg564.9/evm.utg19727.8/evm.utg3013.38/evm.utg7909.20/evm.utg2338.4/utg3013.evm.utg19727.9.mrna2/evm.utg381.62/evm.utg1201.1/evm.utg910.145/evm.utg4455.75/evm.utg3872.63/evm.utg7909.17/evm.utg54.38/evm.utg7909.12/evm.utg7909.14/evm.utg109.59/evm.utg4455.76"
"GSEA","salinity_only","molecular_functions","GO:0036374","glutathione hydrolase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.0113041723707308,NA,NA,18,NA,-2.02419494461081,"evm.utg5390.9/evm.utg435.30/evm.utg34666.13/evm.utg5390.10/evm.utg3906.6/evm.utg8820.12/evm.utg13496.6/evm.utg18028.6/evm.utg12986.49/evm.utg12986.48/evm.utg1972.127"
"GSEA","salinity_only","molecular_functions","GO:0004198","calcium-dependent cysteine-type endopeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.0209477077156912,NA,NA,11,NA,1.96407133883498,"evm.utg2483.62/evm.utg2483.61/evm.utg2083.44/evm.utg55.47/evm.utg1919.1/evm.utg2070.2"
"GSEA","salinity_only","molecular_functions","GO:0004180","carboxypeptidase activity","MF_8","GO:0004222","metalloendopeptidase activity",0.0327413113119926,NA,NA,45,NA,-1.86881860624902,"utg55.equina_smart_1394313.mrna1/evm.utg3181.9/evm.utg150.27/evm.utg34383.1/evm.utg2426.41/evm.utg418.65/evm.utg86.84/evm.utg729.131/evm.utg34639.5/evm.utg686.41/evm.utg116.2/evm.utg2099.41/evm.utg116.4/evm.utg116.3/evm.utg4773.8/evm.utg3871.5"
"GSEA","diesel_added","molecular_functions","GO:0016705","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen","MF_9","GO:0016491","oxidoreductase activity",0.0211824806539409,NA,NA,129,NA,2.01991500346443,"evm.utg4271.29/evm.utg910.98/evm.utg12986.46/evm.utg61244.7/evm.utg1931.67/evm.utg33682.14/evm.utg4271.28/evm.utg10156.22/evm.utg15013.9/evm.utg116.44/evm.utg417.19/evm.utg6392.11/evm.utg572.7/evm.utg1972.129/evm.utg1194.3/evm.utg8792.16/evm.utg293.91/evm.utg255.25/evm.utg1708.32/evm.utg684.21/evm.utg9657.7/evm.utg101.173/evm.utg1925.57/evm.utg580.48/evm.utg209.56/evm.utg125.5/evm.utg401.9/evm.utg73.44/evm.utg40512.14/evm.utg1073.4/evm.utg572.10/evm.utg8.27/evm.utg101.172/evm.utg15164.48/evm.utg101.171/evm.utg1270.30/evm.utg699.113/evm.utg1272.165"
"GSEA","diesel_added","molecular_functions","GO:0016491","oxidoreductase activity","MF_9","GO:0016491","oxidoreductase activity",0.028919822980651,NA,NA,319,NA,1.73195559468992,"evm.utg2426.24/evm.utg280.54/evm.utg2426.22/evm.utg324.214/evm.utg1455.32/evm.utg116.1/evm.utg7680.15/evm.utg709.15/evm.utg8792.44/evm.utg408.25/evm.utg1507.10/evm.utg3201.13/evm.utg6806.23/evm.utg7127.19/evm.utg1455.31/evm.utg20618.1/evm.utg160.24/evm.utg3380.9/evm.utg160.26/evm.utg5059.57/evm.utg7931.7/evm.utg709.8/evm.utg408.44/evm.utg2601.95/utg7950.equina_smart_1791395.mrna2/evm.utg910.65/evm.utg7127.21/evm.utg3876.24/evm.utg4709.31/evm.utg258.5/evm.utg888.58/evm.utg1005.73/evm.utg6806.25/evm.utg4796.17/evm.utg62950.1/evm.utg116.78/evm.utg7931.6/evm.utg160.25/evm.utg116.119/evm.utg4.53/evm.utg4567.11/evm.utg4172.35/evm.utg3876.26/evm.utg5885.72/evm.utg194.23/evm.utg78.60/evm.utg5578.4/evm.utg526.25/evm.utg3790.23/evm.utg2674.7/evm.utg597.25/evm.utg4172.6/evm.utg4155.25/evm.utg14876.8/evm.utg4155.26/evm.utg861.31/evm.utg11618.16/evm.utg844.8/evm.utg3550.12/evm.utg3499.9/evm.utg4155.27/evm.utg3571.1/evm.utg7931.8/evm.utg280.55/evm.utg116.121/evm.utg1005.56/evm.utg3019.10/evm.utg1221.17/evm.utg3201.30/evm.utg699.29/evm.utg8792.17/evm.utg194.76/evm.utg12382.14/evm.utg2115.18/utg9409.equina_smart_222342.mrna1/evm.utg258.4/evm.utg2674.8/evm.utg715.36/evm.utg3235.18/evm.utg203.108/evm.utg7652.45/evm.utg324.97/evm.utg7950.42/evm.utg8792.43/evm.utg8792.53/evm.utg2007.16/evm.utg785.12/evm.utg97204.7/evm.utg376.26/evm.utg3019.11/evm.utg2704.47/evm.utg6959.21/evm.utg1022.15/evm.utg160.22/evm.utg415.26/evm.utg1270.31/evm.utg924.61/evm.utg6958.34/evm.utg1278.30/utg1005.equina_smart_1427756.mrna1/evm.utg20678.16/evm.utg324.146/evm.utg729.130/evm.utg1781.18/evm.utg1277.44/evm.utg3872.48/evm.utg7264.13"
"GSEA","diesel_added","molecular_functions","GO:0004497","monooxygenase activity","MF_9","GO:0016491","oxidoreductase activity",0.036058064576295,NA,NA,99,NA,2.18415564962375,"evm.utg4271.29/evm.utg910.98/evm.utg12986.46/evm.utg1931.67/evm.utg33682.14/evm.utg4271.28/evm.utg10156.22/evm.utg15013.9/evm.utg116.44/evm.utg6392.11/evm.utg572.7/evm.utg1972.129/evm.utg1194.3/evm.utg8792.16/evm.utg1056.58/evm.utg160.18/evm.utg255.25/evm.utg1708.32/evm.utg684.21/evm.utg9657.7/evm.utg101.173/evm.utg1925.57/evm.utg209.56/evm.utg125.5/evm.utg401.9/evm.utg73.44/evm.utg40512.14/evm.utg1073.4/evm.utg572.10/evm.utg8.27/evm.utg101.172/evm.utg15164.48/evm.utg101.171/evm.utg699.113/evm.utg1056.59/evm.utg1272.165"
"GSEA","salinity_added","molecular_functions","GO:0016491","oxidoreductase activity","MF_9","GO:0016491","oxidoreductase activity",0.00858586773258432,NA,NA,319,NA,-1.60384547645302,"evm.utg356.157/evm.utg1972.1/evm.utg6958.33/evm.utg21766.4/evm.utg6806.24/evm.utg97204.6/evm.utg324.97/evm.utg470.94/evm.utg700.22/evm.utg280.49/evm.utg348.6/evm.utg8.13/evm.utg37453.6/evm.utg4155.27/evm.utg7855.26/evm.utg1031.57/evm.utg413.51/evm.utg1022.33/evm.utg22299.1/evm.utg2123.9/evm.utg3499.5/evm.utg239.19/evm.utg4.53/evm.utg5059.14/evm.utg172.138/evm.utg1221.18/evm.utg7931.8/evm.utg1455.33/evm.utg4326.30/evm.utg301.18/evm.utg20618.1/evm.utg320.120/evm.utg715.98/evm.utg101.99/evm.utg3753.16/evm.utg729.130/evm.utg4709.24/evm.utg3753.17/evm.utg21766.3/evm.utg217.29/evm.utg3499.3/evm.utg3797.30/evm.utg116.121/evm.utg467.6/evm.utg4709.19/evm.utg298.12/evm.utg4907.69/evm.utg1708.29/evm.utg38114.16/evm.utg532.16/evm.utg790.58/evm.utg413.52/evm.utg977.23/evm.utg2417.41/evm.utg1221.19/evm.utg1355.25/evm.utg3499.4/evm.utg298.11/evm.utg992.14/evm.utg3790.23/evm.utg307.15/evm.utg6958.34/evm.utg3499.9/evm.utg3019.11/evm.utg9668.2/evm.utg27.96/utg700.equina_smart_1421472.mrna1/evm.utg3019.12/evm.utg1455.34/evm.utg3499.7/evm.utg3499.10/evm.utg9668.1/utg700.equina_smart_1421475.mrna1"
