"experiment","ontology","region","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","Count","n_unique_genes","n_dmr_features","contributing_genes","methDiff_values","semantic_cluster_description","significance"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0003964","RNA-directed DNA polymerase activity","2/24","18/582",0.166886906279228,0.308098903900114,0.256749086583428,2,2,5,"evm.utg334.58; evm.utg3470.17","-1.658767773; -1.658767773; -0.629722922; -0.629722922; -0.629722922","RNA-directed DNA polymerase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0004930","G protein-coupled receptor activity","2/24","22/582",0.228357538400982,0.391470065830254,0.326225054858545,2,2,3,"evm.utg10358.16; evm.utg2367.32","-4.587155963; -4.587155963; -0.765306122","G protein-coupled receptor activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0046983","protein dimerization activity","1/24","8/582",0.287502922331251,0.460004675730001,0.383337229775001,1,1,1,"evm.utg6959.27","-0.88691114","protein dimerization activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0016740","transferase activity","1/24","10/582",0.345888767468489,0.500293999627963,0.416911666356636,1,1,3,"evm.utg1162.37","-1.340482574; -1.340482574; -1.340482574","transaminase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0003676","nucleic acid binding","2/24","30/582",0.35437491640314,0.500293999627963,0.416911666356636,2,2,4,"evm.utg334.83; utg2427.evm.utg261.54.mrna8","-4.560260586; -4.560260586; -2.482269504; -2.482269504","nucleic acid binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0003723","RNA binding","1/24","12/582",0.399673721055211,0.505148517572946,0.420957097977455,1,1,2,"evm.utg2353.1","-1.479289941; -1.479289941","nucleic acid binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0008270","zinc ion binding","3/24","55/582",0.399909243078582,0.505148517572946,0.420957097977455,3,3,13,"evm.utg1818.2; evm.utg334.83; evm.utg4290.31","-1.818686213; -1.818686213; -1.818686213; -1.818686213; -2.243589744; -2.243589744; -2.243589744; -2.243589744; -2.749140893; -2.749140893; -2.749140893; -2.482269504; -2.482269504","metal ion binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0090729","toxin activity","1/24","14/582",0.449205775519992,0.539046930623991,0.449205775519992,1,1,2,"evm.utg3210.25","-3.846153846; -3.846153846","toxin activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0004672","protein kinase activity","1/24","15/582",0.472478770920556,0.539975738194921,0.449979781829101,1,1,3,"evm.utg2355.3","0.582072177; 0.582072177; 0.582072177","protein serine/threonine kinase activity","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0046872","metal ion binding","2/24","68/582",0.794516599055205,0.866745380787496,0.722287817322913,2,2,3,"evm.utg17994.17; utg1221.equina_smart_1431091.mrna1","2.803738318; 2.803738318; 2.461899179","metal ion binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0005524","ATP binding","1/24","55/582",0.912263562733141,0.923733509851806,0.769777924876505,1,1,3,"evm.utg2355.3","0.582072177; 0.582072177; 0.582072177","nucleotide binding","ns"
"Primed Experiment","Molecular function","dispersed_repeat","GO:0003677","DNA binding","1/24","58/582",0.923733509851806,0.923733509851806,0.769777924876505,1,1,2,"evm.utg432.4","-1.52173913; -0.221852468","nucleic acid binding","ns"
