"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GO","contrast"
"GO:0031177","oxidoreductase activity ",0.00140112089671737,0.000260710871643348,3.64083671555557e-05,0.0142478076802075,0.0135796822057389,"evm.utg234.88/evm.utg364.22/evm.utg1243.2/evm.utg1754.18/evm.utg1754.22/evm.utg1754.23/evm.utg4709.6",7,"molecular_functions","salinity_added"
"GO:0016829","lyase activity ",0.00740592473979183,0.00402653457315837,0.000130439137320869,0.0382838868036749,0.0364886323610746,"evm.utg13.33/evm.utg55.72/utg109.equina_smart_1397898.mrna1/evm.utg109.107/evm.utg129.38/evm.utg203.5/evm.utg216.6/evm.utg219.19/evm.utg293.36/evm.utg320.132/evm.utg320.133/evm.utg356.22/evm.utg411.56/evm.utg411.58/evm.utg479.140/evm.utg498.194/evm.utg693.34/evm.utg788.17/evm.utg910.120/evm.utg977.33/evm.utg1056.126/evm.utg1345.33.36/evm.utg1355.9/evm.utg1455.15/evm.utg1455.16/evm.utg1455.17/evm.utg2353.13/evm.utg2801.60/evm.utg3753.10/evm.utg7840.5/evm.utg8494.67/evm.utg12197.24/evm.utg15156.6/evm.utg20635.1/evm.utg20635.2/evm.utg23429.2/evm.utg23429.3",37,"molecular_functions","salinity_added"
"GO:0000978","DNA-binding transcription factor activity ",0.0190152121697358,0.0132962544538107,0.000171519116490909,0.0402726885520655,0.0383841728062813,"evm.utg18.49/evm.utg27.69/evm.utg29.1/evm.utg48.9/evm.utg52.137/evm.utg78.71/evm.utg92.89/evm.utg101.113/evm.utg109.39/evm.utg116.190/evm.utg116.210/evm.utg163.36.38/evm.utg170.14/evm.utg170.15/evm.utg207.80/evm.utg225.47/evm.utg225.52/evm.utg225.54/evm.utg243.71/evm.utg259.12/evm.utg324.153/evm.utg351.3/evm.utg351.4/evm.utg377.28/evm.utg377.30/evm.utg401.67/evm.utg411.142/evm.utg420.46/evm.utg464.224/evm.utg479.157/evm.utg505.42/evm.utg522.22/evm.utg526.16/evm.utg526.18/evm.utg526.19/evm.utg564.28/evm.utg564.44/evm.utg577.53/evm.utg579.32/evm.utg693.65/evm.utg777.4/evm.utg777.43/evm.utg798.18/evm.utg801.96/evm.utg857.16/evm.utg858.13/evm.utg967.13/evm.utg989.14/evm.utg989.15/evm.utg1005.68/evm.utg1051.38/evm.utg1051.49/evm.utg1205.89/evm.utg1355.21/evm.utg1396.11/evm.utg1396.25/evm.utg1565.31/evm.utg1565.32/evm.utg1565.65/evm.utg1565.73/evm.utg1565.84/evm.utg1623.8/evm.utg1846.63/evm.utg1910.18/utg1910.equina_smart_534762.mrna1/evm.utg2108.30/evm.utg2108.36/evm.utg2129.13/evm.utg2216.22/evm.utg2303.39/evm.utg2716.7/evm.utg2801.42/evm.utg3092.47/evm.utg3260.1/evm.utg3283.23/evm.utg3403.1/evm.utg3474.31/evm.utg3839.101/evm.utg3839.103/evm.utg4157.53/evm.utg4907.68/evm.utg5652.41/evm.utg7145.48/evm.utg7217.31/evm.utg7595.8/evm.utg8494.50/evm.utg10077.8/evm.utg11096.5/evm.utg14703.12/evm.utg14772.14/evm.utg17539.3/evm.utg25862.7/evm.utg34597.7/evm.utg34597.10/evm.utg44416.1",95,"molecular_functions","salinity_added"
"GO:0030414","peptidase inhibitor activity ",0.00720288115246098,0.00307059471046609,3.83863928660201e-07,0.000474071951895348,0.000450535032059078,"evm.utg8.10/evm.utg52.99/evm.utg55.212/evm.utg104.63/evm.utg104.64/evm.utg334.78/utg334.equina_smart_1340223.mrna2/evm.utg379.46/evm.utg413.23/evm.utg413.26/evm.utg544.11/utg544.equina_smart_1559235utrorf.mrna1/evm.utg544.14/evm.utg544.16/utg544.equina_smart_1005728.mrna1/evm.utg580.6/evm.utg580.26/evm.utg912.49/evm.utg1290.2/evm.utg1609.5/evm.utg2108.7/evm.utg2417.38/evm.utg2858.29/evm.utg4049.2/evm.utg5073.2/evm.utg8615.4/evm.utg9740.7/evm.utg14703.2/evm.utg15552.12/evm.utg19074.8/utg19074.equina_smart_1694011.mrna2/evm.utg20736.15/evm.utg21078.2/evm.utg24357.20/evm.utg32458.10/evm.utg37512.1",36,"molecular_functions","combined"
"GO:0034755","iron ion transmembrane transport ",0.0384615384615385,0.000381123969232901,0.000173293970741451,0.0112641080981943,0.00492519706317807,"evm.utg203.11/evm.utg4898.16",2,"biological_processes","interactive"
"GO:0016071","intracellular mRNA localization ",0.0192307692307692,3.46476335666274e-05,0.00180167694546518,0.0311463857382076,0.0136186625899855,"evm.utg12655.32",1,"biological_processes","interactive"
"GO:0030717","chromosome condensation ",0.0192307692307692,3.46476335666274e-05,0.00180167694546518,0.0311463857382076,0.0136186625899855,"evm.utg729.38",1,"biological_processes","interactive"
"GO:0031106","actomyosin contractile ring assembly ",0.0192307692307692,6.92952671332548e-05,0.00360017016464775,0.0311463857382076,0.0136186625899855,"evm.utg4172.37",1,"biological_processes","interactive"
"GO:0110102","chloroplast rRNA processing ",0.0192307692307692,6.92952671332548e-05,0.00360017016464775,0.0311463857382076,0.0136186625899855,"evm.utg1290.22",1,"biological_processes","interactive"
"GO:0006425","glutaminyl-tRNA aminoacylation ",0.0192307692307692,0.000103942900699882,0.0053954851733603,0.0311463857382076,0.0136186625899855,"evm.utg6851.26",1,"biological_processes","interactive"
"GO:0032873","brain development ",0.0192307692307692,0.000103942900699882,0.0053954851733603,0.0311463857382076,0.0136186625899855,"evm.utg6851.26",1,"biological_processes","interactive"
"GO:0060712","apoptotic process ",0.0192307692307692,0.000103942900699882,0.0053954851733603,0.0311463857382076,0.0136186625899855,"evm.utg194.33",1,"biological_processes","interactive"
"GO:0070207","cell surface receptor signaling pathway ",0.0192307692307692,0.000103942900699882,0.0053954851733603,0.0311463857382076,0.0136186625899855,"evm.utg203.11",1,"biological_processes","interactive"
"GO:2001237","apoptotic process ",0.0192307692307692,0.000103942900699882,0.0053954851733603,0.0311463857382076,0.0136186625899855,"evm.utg1663.42",1,"biological_processes","interactive"
"GO:0006679","glucosylceramide biosynthetic process ",0.0192307692307692,0.00013859053426651,0.00718762747804791,0.0311463857382076,0.0136186625899855,"evm.utg24533.25",1,"biological_processes","interactive"
"GO:0006970","box H/ACA RNA metabolic process ",0.0192307692307692,0.00013859053426651,0.00718762747804791,0.0311463857382076,0.0136186625899855,"evm.utg280.47",1,"biological_processes","interactive"
"GO:0007023","post-chaperonin tubulin folding pathway ",0.0192307692307692,0.00013859053426651,0.00718762747804791,0.0311463857382076,0.0136186625899855,"evm.utg10321.15",1,"biological_processes","interactive"
"GO:0046479","glycosphingolipid catabolic process ",0.0192307692307692,0.00013859053426651,0.00718762747804791,0.0311463857382076,0.0136186625899855,"evm.utg24533.25",1,"biological_processes","interactive"
"GO:2000779","DNA damage checkpoint signaling ",0.0192307692307692,0.00013859053426651,0.00718762747804791,0.0311463857382076,0.0136186625899855,"evm.utg1230.6",1,"biological_processes","interactive"
"GO:0008298","intracellular mRNA localization ",0.0192307692307692,0.000173238167833137,0.00897660257580701,0.0343223039663209,0.0150073231917517,"evm.utg12655.32",1,"biological_processes","interactive"
"GO:0045444","fat cell differentiation ",0.0192307692307692,0.000173238167833137,0.00897660257580701,0.0343223039663209,0.0150073231917517,"evm.utg217.27",1,"biological_processes","interactive"
"GO:0010756","positive regulation of plasminogen activation ",0.0192307692307692,0.000207885801399764,0.0107624159544001,0.0388642798353336,0.0169932883490528,"evm.utg4898.16",1,"biological_processes","interactive"
"GO:0002244","cytosolic ribosome assembly ",0.0192307692307692,0.000242533434966392,0.0125450730922698,0.0407714875498769,0.0178272091311203,"evm.utg2129.169",1,"biological_processes","interactive"
"GO:0006597","spermine biosynthetic process ",0.0192307692307692,0.000242533434966392,0.0125450730922698,0.0407714875498769,0.0178272091311203,"evm.utg126.133",1,"biological_processes","interactive"
"GO:0033572","amyloid-beta clearance by transcytosis ",0.0192307692307692,0.000277181068533019,0.0143245794585569,0.0443379840383905,0.01938664889128,"evm.utg203.11",1,"biological_processes","interactive"
"GO:0061136","positive regulation of endopeptidase activity ",0.0192307692307692,0.000311828702099647,0.0161009405131128,0.0464728204369465,0.0203200996242519,"evm.utg1663.42",1,"biological_processes","interactive"
"GO:0000077","DNA damage checkpoint signaling ",0.0192307692307692,0.000346476335666274,0.0178741617065179,0.0464728204369465,0.0203200996242519,"evm.utg1230.6",1,"biological_processes","interactive"
"GO:0034244","negative regulation of transcription elongation by RNA polymerase II ",0.0192307692307692,0.000346476335666274,0.0178741617065179,0.0464728204369465,0.0203200996242519,"evm.utg7066.9",1,"biological_processes","interactive"
"GO:0043149","cell migration ",0.0192307692307692,0.000346476335666274,0.0178741617065179,0.0464728204369465,0.0203200996242519,"evm.utg194.6",1,"biological_processes","interactive"
