"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"evm.TU.utg7.20",2.48389568304001,1.60227349341739e-05,0.0318922013572268,0.962009749993369,NA
"evm.TU.utg7.21",245.977527518045,-0.00117495304216477,0.0221566607795698,0.0290055419401992,0.99999995182314
"evm.TU.utg7.22",128.816388879261,1.67075737870761e-05,0.00970438001842052,0.965197339964529,0.99999995182314
"evm.TU.utg7.23",5.87086063963262,2.00664403387546e-05,0.014299726857328,0.935024922829276,NA
"utg7.equina_smart_1617407.path6",555.470340095829,0.000624849690604061,0.009639323376561,0.311302292958404,0.99999995182314
"utg7.equina_smart_1391965.path1",416.270532275859,0.000843649752012392,0.00966274253259021,0.21617951194866,0.99999995182314
"tRNAscan-SE.tRNA.utg7.Glu(TTC).1",0.38904877925885,-7.20344098591966e-06,0.0319786973435096,0.982874322013134,NA
"evm.TU.utg7.24",2.07498150541751,0.000128917386996921,0.0220425789813846,0.690836238970852,NA
"utg7.equina_smart_496225.path2",251.987859342461,0.000641164120922548,0.00981481151308697,0.238857143303575,0.99999995182314
"utg7.equina_smart_1617407.path5",600.405116109661,0.00042840193056338,0.00966269909191137,0.416332514052607,0.99999995182314
"evm.TU.utg7.25",29.5156187377517,-8.31353731540381e-05,0.0111591754598989,0.734637149150257,0.99999995182314
"evm.TU.utg7.26",259.418139546211,0.000664096944625141,0.00978955189094521,0.236091826031468,0.99999995182314
"evm.TU.utg7.27",202.602725945041,-0.000182121047613927,0.00966059072808951,0.679940107108046,0.99999995182314
"evm.TU.utg7.28",947.033621057889,0.000301767702646324,0.00980572580629839,0.470088113189952,0.99999995182314
"evm.TU.utg7.29",431.182853407593,8.80757297605034e-06,0.0096678482750944,0.982659621392397,0.99999995182314
"evm.TU.utg7.30",69.5433865658467,-0.000251140687124227,0.0114389283086947,0.377290124576935,0.99999995182314
"evm.TU.utg7.34",42.4623948030976,0.000227786828954237,0.0106281665805752,0.447002554339986,0.99999995182314
"evm.TU.utg7.31",144.577033343932,0.000336963591805822,0.0102329146342456,0.354142622613524,0.99999995182314
"evm.TU.utg7.32",180.613021882333,0.000257344911862605,0.0112247841381564,0.376038066817107,0.99999995182314
"evm.TU.utg7.33",61.9976354426984,0.000133494750192735,0.0106082428489015,0.622714446512907,0.99999995182314
"evm.TU.utg7.35",167.366477650522,0.000280383466103606,0.0106272363739172,0.377715152094555,0.99999995182314
"evm.TU.utg7.36",418.925269792206,4.71810988282455e-05,0.00969677095555825,0.903554011666019,0.99999995182314
"evm.TU.utg7.37",398.612120162105,0.000421293875487613,0.0111764363929942,0.226897020930135,0.99999995182314
"evm.TU.utg7.38",6731.2958871335,-0.000614193792506556,0.0097668380242857,0.263457495452756,0.99999995182314
"evm.TU.utg7.39",142.914580205031,0.000161672324920326,0.00969452802148531,0.69641327361693,0.99999995182314
"evm.TU.utg7.40",1695.27288045909,-0.000515717547299548,0.00960145922936987,0.397687359620353,0.99999995182314
"evm.TU.utg7.41",2.75983018759067,-0.000100161983925474,0.0217652816835774,0.755072711941594,NA
"evm.TU.utg7.42",15.9580648084089,-3.9921877899191e-06,0.0105318650561091,0.987491240168584,0.99999995182314
"evm.TU.utg7.43",12.3250181399484,0.00094800356160943,0.0290246232641167,0.0606071938206707,0.99999995182314
"evm.TU.utg7.44",492.498294251324,-0.000153713133806891,0.0095369700242295,0.801322165781485,0.99999995182314
"evm.TU.utg7.45",63.8631780072915,3.97413854317901e-05,0.01149392130968,0.86642214575422,0.99999995182314
"evm.TU.utg7.46",1642.94127369875,-0.000158450260552604,0.00960839256095108,0.742033155678728,0.99999995182314
"evm.TU.utg7.47",1966.96725387669,-0.000277881771288023,0.00955487038554077,0.641355304399337,0.99999995182314
"tRNAscan-SE.tRNA.utg7.Pseudo(GTT).4",0.179607110739933,8.61039104531376e-05,0.0324322454267282,0.798713159721014,NA
"evm.TU.utg7.48",51.6904839865804,0.000164908186330876,0.0121525625746891,0.513537445612098,0.99999995182314
"evm.TU.utg7.49",210.231507897201,-0.000898107691510685,0.0147666670599896,0.0523243087383657,0.99999995182314
"evm.TU.utg7.50",485.052045953587,-0.00118854605134939,0.0112953085828298,0.0490407394093958,0.99999995182314
"evm.TU.utg7.51",117.024058106321,0.000125852211677041,0.00971906515154927,0.748225913592747,0.99999995182314
"evm.TU.utg7.52",2335.13048255992,-0.000494942856701177,0.00955070536379315,0.463063867766897,0.99999995182314
"evm.TU.utg7.53",11.1385725796444,0.000100447270355159,0.0137918567105457,0.681916699039087,NA
"evm.TU.utg7.54",148.212904596769,3.31230683181296e-05,0.00981842146949133,0.922032115691363,0.99999995182314
"evm.TU.utg7.55",1428.93511764684,-0.000443664875982453,0.00976276971336284,0.360907313722248,0.99999995182314
"utg7.equina_smart_261687.path1",147.225316977522,-0.000271568370348167,0.00967903072023374,0.554133141495326,0.99999995182314
"evm.TU.utg7.56",319.460097433189,0.000345614411742142,0.0100964596455631,0.36417914275219,0.99999995182314
"evm.TU.utg7.57",842.021111342488,-0.000410158644570775,0.00967637546679105,0.422927689427883,0.99999995182314
"evm.TU.utg7.58",5.23452768157654,0.000421296859621449,0.0242278097486613,0.246425224331562,NA
"evm.TU.utg7.59",665.095410534462,0.00055188560172114,0.00965255451291539,0.341697598829313,0.99999995182314
"evm.TU.utg7.60",159.957355187599,-0.00032852593139988,0.0100800329956101,0.382798468877325,0.99999995182314
"evm.TU.utg7.61",15.1989135676322,0.000386004589779631,0.0180810710322907,0.219113222390658,0.99999995182314
"evm.TU.utg7.62",0.358690767334411,4.70349573146542e-05,0.0321176714276861,0.888724304661228,NA
"evm.TU.utg7.63",3777.93503419611,-0.000750160319251308,0.00954963733340173,0.325544188602305,0.99999995182314
"evm.TU.utg7.64",957.590303148012,-0.000145652129641132,0.00953465286194702,0.813202663081943,0.99999995182314
"evm.TU.utg7.66",0.328356020963279,-1.86522184236874e-05,0.0320177486793713,0.955665415278728,NA
"evm.TU.utg7.67",110.006600002203,-0.000473539248529328,0.0103937807516152,0.238638581589681,0.99999995182314
"evm.TU.utg7.69",120.994138247007,0.000172199457961224,0.00963776814107419,0.705831739652981,0.99999995182314
"evm.TU.utg7.72",76.674929107056,6.47415936073675e-05,0.00965434243548283,0.877372551359542,0.99999995182314
"evm.TU.utg7.73",7.5548660867035,1.17069699502298e-05,0.0117309170555265,0.96005307794704,NA
"evm.TU.utg7.74",279.796416630798,-0.000745038453547094,0.0360757011533097,0.142781434400215,0.99999995182314
"evm.TU.utg7.75",23.3302455558887,-2.88201895192684e-05,0.0319328894953421,0.931750581436145,0.99999995182314
"evm.TU.utg7.76",26.9994898312697,-0.00113782774160584,0.0630887636694363,0.0490181790689135,0.99999995182314
"evm.TU.utg7.77",17.459121719312,0.000167102745486098,0.0332132773447303,0.629725391540917,0.99999995182314
"evm.TU.utg7.78",75.0857496981222,-6.62678658739143e-05,0.00985282239354693,0.842312969500943,0.99999995182314
"evm.TU.utg7.79",136.614950712091,-0.000204288205226783,0.00976611019770465,0.605755619248266,0.99999995182314
"evm.TU.utg7.80",598.044286817928,-0.000126174930966649,0.00951088304617899,0.857602133807655,0.99999995182314
"evm.TU.utg7.81",25.5567989320118,-0.000207681476828623,0.011191198784739,0.451058263098769,0.99999995182314
"utg7.equina_smart_836454.path2",12.5804260597825,-0.000133445484378412,0.0121753428131421,0.587060257357064,0.99999995182314
"evm.TU.utg7.82",13.8932123445032,-5.50895478198829e-05,0.0110194162472019,0.821196953292333,0.99999995182314
"evm.TU.utg7.83",0.427571012592745,-4.78664371850786e-05,0.0320999487914324,0.886836070917609,NA
"utg7.equina_smart_1359323.path9",179.633363080521,0.000273406127430674,0.00966208399130279,0.561051148315887,0.99999995182314
"utg7.equina_smart_1411062.path3",596.254435024256,0.000754872174758313,0.00971135705353206,0.226359249993459,0.99999995182314
"utg7.equina_smart_1391965.path7",2.34468246365174,9.16865683123761e-05,0.0175213863774854,0.742473724026548,NA
"evm.TU.utg7.84",0.74971719355337,-9.55419303304209e-05,0.0305910622083378,0.784807696562293,NA
"utg7.equina_smart_1634317.path1",39.8457595499688,0.000295923866887251,0.0107581463809839,0.351772781643887,0.99999995182314
"evm.TU.utg7.85",89.6029877616445,0.000202553270340243,0.00973605347529186,0.618660897916328,0.99999995182314
"evm.TU.utg7.86",132.072289867586,-2.96444550834591e-05,0.0103917129664632,0.910202745748633,0.99999995182314
"utg7.equina_smart_1666003.path1",84.4376168578656,4.82501374401083e-05,0.00975216896588131,0.894217794929273,0.99999995182314
"evm.TU.utg7.87",0.0700707571656316,7.37443888228248e-06,0.0320894316127765,0.98242310829559,NA
"evm.TU.utg8.1",356.902771967883,8.16410080273539e-05,0.00971584730458709,0.831694088522223,0.99999995182314
"evm.TU.utg8.2",35.4691501600189,-0.000116820679393672,0.0247142624475383,0.733889727849129,0.99999995182314
"evm.TU.utg8.3",93.5969796914865,-0.000235628048632045,0.0097811361626263,0.557149829570276,0.99999995182314
